"ple0055","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"10","2004","(Fach-)Abitur","weiblich","","","",""
"10","2004","AkademikerIn","maennlich","","","",""
"10","2004","AkademikerIn","weiblich","1","","",""
"11","2004","(noch) kein Abschluss","maennlich","","","",""
"11","2004","(noch) kein Abschluss","weiblich","","","",""
"11","2004","Hauptschule","maennlich","1","","",""
"11","2004","Hauptschule","weiblich","1","","",""
"11","2004","Realschule","maennlich","","","",""
"11","2004","Realschule","weiblich","","","",""
"11","2004","(Fach-)Abitur","maennlich","","","",""
"11","2004","(Fach-)Abitur","weiblich","","","",""
"11","2004","AkademikerIn","maennlich","","","",""
"11","2004","AkademikerIn","weiblich","","","",""
"12","2004","(noch) kein Abschluss","maennlich","","","",""
"12","2004","(noch) kein Abschluss","weiblich","","","",""
"12","2004","Hauptschule","maennlich","","","",""
"12","2004","Hauptschule","weiblich","","","",""
"12","2004","Realschule","maennlich","2","","",""
"12","2004","Realschule","weiblich","","","",""
"12","2004","(Fach-)Abitur","maennlich","","","",""
"12","2004","(Fach-)Abitur","weiblich","","","",""
"12","2004","AkademikerIn","maennlich","","","",""
"12","2004","AkademikerIn","weiblich","","","",""
"13","2004","(noch) kein Abschluss","maennlich","","","",""
"13","2004","(noch) kein Abschluss","weiblich","","","",""
"13","2004","Hauptschule","maennlich","","","",""
"13","2004","Hauptschule","weiblich","1","","",""
"13","2004","Realschule","maennlich","","","",""
"13","2004","Realschule","weiblich","","","",""
"13","2004","(Fach-)Abitur","maennlich","","","",""
"13","2004","(Fach-)Abitur","weiblich","","","",""
"13","2004","AkademikerIn","maennlich","1","","",""
"13","2004","AkademikerIn","weiblich","","","",""
"14","2004","(noch) kein Abschluss","maennlich","","","",""
"14","2004","(noch) kein Abschluss","weiblich","","","",""
"14","2004","Hauptschule","maennlich","","","",""
"14","2004","Hauptschule","weiblich","","","",""
"14","2004","Realschule","maennlich","","","",""
"14","2004","Realschule","weiblich","","","",""
"14","2004","(Fach-)Abitur","maennlich","","","",""
"14","2004","(Fach-)Abitur","weiblich","","","",""
"14","2004","AkademikerIn","maennlich","","","",""
"14","2004","AkademikerIn","weiblich","","","",""
"15","2004","(noch) kein Abschluss","maennlich","","","",""
"15","2004","(noch) kein Abschluss","weiblich","","","",""
"15","2004","Hauptschule","maennlich","","","",""
"15","2004","Hauptschule","weiblich","","","",""
"15","2004","Realschule","maennlich","","","",""
"15","2004","Realschule","weiblich","","","",""
"15","2004","(Fach-)Abitur","maennlich","","","",""
"15","2004","(Fach-)Abitur","weiblich","","","",""
"15","2004","AkademikerIn","maennlich","","","",""
"15","2004","AkademikerIn","weiblich","","","",""
"16","2004","(noch) kein Abschluss","maennlich","","","",""
"16","2004","(noch) kein Abschluss","weiblich","","","",""
"16","2004","Hauptschule","maennlich","","","",""
"16","2004","Hauptschule","weiblich","","","",""
"16","2004","Realschule","maennlich","","","",""
"16","2004","Realschule","weiblich","","","",""
"16","2004","(Fach-)Abitur","maennlich","","","",""
"16","2004","(Fach-)Abitur","weiblich","","","",""
"16","2004","AkademikerIn","maennlich","","","",""
"16","2004","AkademikerIn","weiblich","","","",""
"17","2004","(noch) kein Abschluss","maennlich","","","",""
"17","2004","(noch) kein Abschluss","weiblich","","","",""
"17","2004","Hauptschule","maennlich","","","",""
"17","2004","Hauptschule","weiblich","","","",""
"17","2004","Realschule","maennlich","","","",""
"17","2004","Realschule","weiblich","","","",""
"17","2004","(Fach-)Abitur","maennlich","","","",""
"17","2004","(Fach-)Abitur","weiblich","","","",""
"17","2004","AkademikerIn","maennlich","","","",""
"17","2004","AkademikerIn","weiblich","","","",""
"18","2004","(noch) kein Abschluss","maennlich","","","",""
"18","2004","(noch) kein Abschluss","weiblich","","","",""
"18","2004","Hauptschule","maennlich","","","",""
"18","2004","Hauptschule","weiblich","","","",""
"18","2004","Realschule","maennlich","","","",""
"18","2004","Realschule","weiblich","","","",""
"18","2004","(Fach-)Abitur","maennlich","","","",""
"18","2004","(Fach-)Abitur","weiblich","","","",""
"18","2004","AkademikerIn","maennlich","","","",""
"18","2004","AkademikerIn","weiblich","","","",""
"19","2004","(noch) kein Abschluss","maennlich","","","",""
"19","2004","(noch) kein Abschluss","weiblich","","","",""
"19","2004","Hauptschule","maennlich","","","",""
"19","2004","Hauptschule","weiblich","","","",""
"19","2004","Realschule","maennlich","","","",""
"19","2004","Realschule","weiblich","","","",""
"19","2004","(Fach-)Abitur","maennlich","","","",""
"19","2004","(Fach-)Abitur","weiblich","","","",""
"19","2004","AkademikerIn","maennlich","","","",""
"19","2004","AkademikerIn","weiblich","","","",""
"20","2004","(noch) kein Abschluss","maennlich","","","",""
"20","2004","(noch) kein Abschluss","weiblich","","","",""
"20","2004","Hauptschule","maennlich","","","",""
"20","2004","Hauptschule","weiblich","","","",""
"20","2004","Realschule","maennlich","","","",""
"20","2004","Realschule","weiblich","","","",""
"20","2004","(Fach-)Abitur","maennlich","","","",""
"20","2004","(Fach-)Abitur","weiblich","","","",""
"20","2004","AkademikerIn","maennlich","","","",""
"20","2004","AkademikerIn","weiblich","","","",""
"21","2004","(noch) kein Abschluss","maennlich","","","",""
"21","2004","(noch) kein Abschluss","weiblich","","","",""
"21","2004","Hauptschule","maennlich","","","",""
"21","2004","Hauptschule","weiblich","","","",""
"21","2004","Realschule","maennlich","","","",""
"21","2004","Realschule","weiblich","","","",""
"21","2004","(Fach-)Abitur","maennlich","","","",""
"21","2004","(Fach-)Abitur","weiblich","","","",""
"21","2004","AkademikerIn","maennlich","","","",""
"21","2004","AkademikerIn","weiblich","","","",""
"22","2004","(noch) kein Abschluss","maennlich","","","",""
"22","2004","(noch) kein Abschluss","weiblich","","","",""
"22","2004","Hauptschule","maennlich","","","",""
"22","2004","Hauptschule","weiblich","","","",""
"22","2004","Realschule","maennlich","","","",""
"22","2004","Realschule","weiblich","","","",""
"22","2004","(Fach-)Abitur","maennlich","","","",""
"22","2004","(Fach-)Abitur","weiblich","","","",""
"22","2004","AkademikerIn","maennlich","","","",""
"22","2004","AkademikerIn","weiblich","","","",""
"23","2004","(noch) kein Abschluss","maennlich","","","",""
"23","2004","(noch) kein Abschluss","weiblich","","","",""
"23","2004","Hauptschule","maennlich","","","",""
"23","2004","Hauptschule","weiblich","","","",""
"23","2004","Realschule","maennlich","","","",""
"23","2004","Realschule","weiblich","","","",""
"23","2004","(Fach-)Abitur","maennlich","","","",""
"23","2004","(Fach-)Abitur","weiblich","","","",""
"23","2004","AkademikerIn","maennlich","","","",""
"23","2004","AkademikerIn","weiblich","","","",""
"24","2004","(noch) kein Abschluss","maennlich","","","",""
"24","2004","(noch) kein Abschluss","weiblich","","","",""
"24","2004","Hauptschule","maennlich","","","",""
"24","2004","Hauptschule","weiblich","","","",""
"24","2004","Realschule","maennlich","","","",""
"24","2004","Realschule","weiblich","","","",""
"24","2004","(Fach-)Abitur","maennlich","","","",""
"24","2004","(Fach-)Abitur","weiblich","","","",""
"24","2004","AkademikerIn","maennlich","","","",""
"24","2004","AkademikerIn","weiblich","","","",""
"25","2004","(noch) kein Abschluss","maennlich","","","",""
"25","2004","(noch) kein Abschluss","weiblich","","","",""
"25","2004","Hauptschule","maennlich","","","",""
"25","2004","Hauptschule","weiblich","","","",""
"25","2004","Realschule","maennlich","","","",""
"25","2004","Realschule","weiblich","","","",""
"25","2004","(Fach-)Abitur","maennlich","","","",""
"25","2004","(Fach-)Abitur","weiblich","","","",""
"25","2004","AkademikerIn","maennlich","","","",""
"25","2004","AkademikerIn","weiblich","","","",""
"26","2004","(noch) kein Abschluss","maennlich","","","",""
"26","2004","(noch) kein Abschluss","weiblich","","","",""
"26","2004","Hauptschule","maennlich","","","",""
"26","2004","Hauptschule","weiblich","","","",""
"26","2004","Realschule","maennlich","","","",""
"26","2004","Realschule","weiblich","","","",""
"26","2004","(Fach-)Abitur","maennlich","","","",""
"26","2004","(Fach-)Abitur","weiblich","","","",""
"26","2004","AkademikerIn","maennlich","","","",""
"26","2004","AkademikerIn","weiblich","","","",""
"27","2004","(noch) kein Abschluss","maennlich","","","",""
"27","2004","(noch) kein Abschluss","weiblich","","","",""
"27","2004","Hauptschule","maennlich","","","",""
"27","2004","Hauptschule","weiblich","","","",""
"27","2004","Realschule","maennlich","","","",""
"27","2004","Realschule","weiblich","","","",""
"27","2004","(Fach-)Abitur","maennlich","","","",""
"27","2004","(Fach-)Abitur","weiblich","","","",""
"27","2004","AkademikerIn","maennlich","","","",""
"27","2004","AkademikerIn","weiblich","","","",""
"28","2004","(noch) kein Abschluss","maennlich","","","",""
"28","2004","(noch) kein Abschluss","weiblich","","","",""
"28","2004","Hauptschule","maennlich","","","",""
"28","2004","Hauptschule","weiblich","","","",""
"28","2004","Realschule","maennlich","","","",""
"28","2004","Realschule","weiblich","","","",""
"28","2004","(Fach-)Abitur","maennlich","","","",""
"28","2004","(Fach-)Abitur","weiblich","","","",""
"28","2004","AkademikerIn","maennlich","","","",""
"28","2004","AkademikerIn","weiblich","","","",""
"30","2004","(noch) kein Abschluss","maennlich","","","",""
"30","2004","(noch) kein Abschluss","weiblich","","","",""
"30","2004","Hauptschule","maennlich","","","",""
"30","2004","Hauptschule","weiblich","","","",""
"30","2004","Realschule","maennlich","","","",""
"30","2004","Realschule","weiblich","","","",""
"30","2004","(Fach-)Abitur","maennlich","","","",""
"30","2004","(Fach-)Abitur","weiblich","","","",""
"30","2004","AkademikerIn","maennlich","","","",""
"30","2004","AkademikerIn","weiblich","","","",""
"31","2004","(noch) kein Abschluss","maennlich","","","",""
"31","2004","(noch) kein Abschluss","weiblich","","","",""
"31","2004","Hauptschule","maennlich","","","",""
"31","2004","Hauptschule","weiblich","","","",""
"31","2004","Realschule","maennlich","","","",""
"31","2004","Realschule","weiblich","","","",""
"31","2004","(Fach-)Abitur","maennlich","","","",""
"31","2004","(Fach-)Abitur","weiblich","","","",""
"31","2004","AkademikerIn","maennlich","","","",""
"31","2004","AkademikerIn","weiblich","","","",""
"32","2004","(noch) kein Abschluss","maennlich","","","",""
"32","2004","(noch) kein Abschluss","weiblich","","","",""
"32","2004","Hauptschule","maennlich","","","",""
"32","2004","Hauptschule","weiblich","","","",""
"32","2004","Realschule","maennlich","","","",""
"32","2004","Realschule","weiblich","","","",""
"32","2004","(Fach-)Abitur","maennlich","","","",""
"32","2004","(Fach-)Abitur","weiblich","","","",""
"32","2004","AkademikerIn","maennlich","","","",""
"32","2004","AkademikerIn","weiblich","","","",""
"35","2004","(noch) kein Abschluss","maennlich","","","",""
"35","2004","(noch) kein Abschluss","weiblich","","","",""
"35","2004","Hauptschule","maennlich","","","",""
"35","2004","Hauptschule","weiblich","","","",""
"35","2004","Realschule","maennlich","","","",""
"35","2004","Realschule","weiblich","","","",""
"35","2004","(Fach-)Abitur","maennlich","","","",""
"35","2004","(Fach-)Abitur","weiblich","","","",""
"35","2004","AkademikerIn","maennlich","","","",""
"35","2004","AkademikerIn","weiblich","","","",""
"36","2004","(noch) kein Abschluss","maennlich","","","",""
"36","2004","(noch) kein Abschluss","weiblich","","","",""
"36","2004","Hauptschule","maennlich","","","",""
"36","2004","Hauptschule","weiblich","","","",""
"36","2004","Realschule","maennlich","","","",""
"36","2004","Realschule","weiblich","","","",""
"36","2004","(Fach-)Abitur","maennlich","","","",""
"36","2004","(Fach-)Abitur","weiblich","","","",""
"36","2004","AkademikerIn","maennlich","","","",""
"36","2004","AkademikerIn","weiblich","","","",""
"40","2004","(noch) kein Abschluss","maennlich","","","",""
"40","2004","(noch) kein Abschluss","weiblich","","","",""
"40","2004","Hauptschule","maennlich","","","",""
"40","2004","Hauptschule","weiblich","","","",""
"40","2004","Realschule","maennlich","","","",""
"40","2004","Realschule","weiblich","","","",""
"40","2004","(Fach-)Abitur","maennlich","","","",""
"40","2004","(Fach-)Abitur","weiblich","","","",""
"40","2004","AkademikerIn","maennlich","","","",""
"40","2004","AkademikerIn","weiblich","","","",""
"42","2004","(noch) kein Abschluss","maennlich","","","",""
"42","2004","(noch) kein Abschluss","weiblich","","","",""
"42","2004","Hauptschule","maennlich","","","",""
"42","2004","Hauptschule","weiblich","","","",""
"42","2004","Realschule","maennlich","","","",""
"42","2004","Realschule","weiblich","","","",""
"42","2004","(Fach-)Abitur","maennlich","","","",""
"42","2004","(Fach-)Abitur","weiblich","","","",""
"42","2004","AkademikerIn","maennlich","","","",""
"42","2004","AkademikerIn","weiblich","","","",""
"45","2004","(noch) kein Abschluss","maennlich","","","",""
"45","2004","(noch) kein Abschluss","weiblich","","","",""
"45","2004","Hauptschule","maennlich","","","",""
"45","2004","Hauptschule","weiblich","","","",""
"45","2004","Realschule","maennlich","","","",""
"45","2004","Realschule","weiblich","","","",""
"45","2004","(Fach-)Abitur","maennlich","","","",""
"45","2004","(Fach-)Abitur","weiblich","","","",""
"45","2004","AkademikerIn","maennlich","","","",""
"45","2004","AkademikerIn","weiblich","","","",""
"48","2004","(noch) kein Abschluss","maennlich","","","",""
"48","2004","(noch) kein Abschluss","weiblich","","","",""
"48","2004","Hauptschule","maennlich","","","",""
"48","2004","Hauptschule","weiblich","","","",""
"48","2004","Realschule","maennlich","","","",""
"48","2004","Realschule","weiblich","","","",""
"48","2004","(Fach-)Abitur","maennlich","","","",""
"48","2004","(Fach-)Abitur","weiblich","","","",""
"48","2004","AkademikerIn","maennlich","","","",""
"48","2004","AkademikerIn","weiblich","","","",""
"50","2004","(noch) kein Abschluss","maennlich","","","",""
"50","2004","(noch) kein Abschluss","weiblich","","","",""
"50","2004","Hauptschule","maennlich","","","",""
"50","2004","Hauptschule","weiblich","","","",""
"50","2004","Realschule","maennlich","","","",""
"50","2004","Realschule","weiblich","","","",""
"50","2004","(Fach-)Abitur","maennlich","","","",""
"50","2004","(Fach-)Abitur","weiblich","","","",""
"50","2004","AkademikerIn","maennlich","","","",""
"50","2004","AkademikerIn","weiblich","","","",""
"51","2004","(noch) kein Abschluss","maennlich","","","",""
"51","2004","(noch) kein Abschluss","weiblich","","","",""
"51","2004","Hauptschule","maennlich","","","",""
"51","2004","Hauptschule","weiblich","","","",""
"51","2004","Realschule","maennlich","","","",""
"51","2004","Realschule","weiblich","","","",""
"51","2004","(Fach-)Abitur","maennlich","","","",""
"51","2004","(Fach-)Abitur","weiblich","","","",""
"51","2004","AkademikerIn","maennlich","","","",""
"51","2004","AkademikerIn","weiblich","","","",""
"64","2004","(noch) kein Abschluss","maennlich","","","",""
"64","2004","(noch) kein Abschluss","weiblich","","","",""
"64","2004","Hauptschule","maennlich","","","",""
"64","2004","Hauptschule","weiblich","","","",""
"64","2004","Realschule","maennlich","","","",""
"64","2004","Realschule","weiblich","","","",""
"64","2004","(Fach-)Abitur","maennlich","","","",""
"64","2004","(Fach-)Abitur","weiblich","","","",""
"64","2004","AkademikerIn","maennlich","","","",""
"64","2004","AkademikerIn","weiblich","","","",""
"65","2004","(noch) kein Abschluss","maennlich","","","",""
"65","2004","(noch) kein Abschluss","weiblich","","","",""
"65","2004","Hauptschule","maennlich","","","",""
"65","2004","Hauptschule","weiblich","","","",""
"65","2004","Realschule","maennlich","","","",""
"65","2004","Realschule","weiblich","","","",""
"65","2004","(Fach-)Abitur","maennlich","","","",""
"65","2004","(Fach-)Abitur","weiblich","","","",""
"65","2004","AkademikerIn","maennlich","","","",""
"65","2004","AkademikerIn","weiblich","","","",""
"90","2004","(noch) kein Abschluss","maennlich","","","",""
"90","2004","(noch) kein Abschluss","weiblich","","","",""
"90","2004","Hauptschule","maennlich","","","",""
"90","2004","Hauptschule","weiblich","","","",""
"90","2004","Realschule","maennlich","","","",""
"90","2004","Realschule","weiblich","","","",""
"90","2004","(Fach-)Abitur","maennlich","","","",""
"90","2004","(Fach-)Abitur","weiblich","","","",""
"90","2004","AkademikerIn","maennlich","","","",""
"90","2004","AkademikerIn","weiblich","","","",""
"98","2004","(noch) kein Abschluss","maennlich","","","",""
"98","2004","(noch) kein Abschluss","weiblich","","","",""
"98","2004","Hauptschule","maennlich","","","",""
"98","2004","Hauptschule","weiblich","","","",""
"98","2004","Realschule","maennlich","","","",""
"98","2004","Realschule","weiblich","","","",""
"98","2004","(Fach-)Abitur","maennlich","","","",""
"98","2004","(Fach-)Abitur","weiblich","","","",""
"98","2004","AkademikerIn","maennlich","","","",""
"98","2004","AkademikerIn","weiblich","","","",""
"100","2004","(noch) kein Abschluss","maennlich","","","",""
"100","2004","(noch) kein Abschluss","weiblich","","","",""
"100","2004","Hauptschule","maennlich","","","",""
"100","2004","Hauptschule","weiblich","","","",""
"100","2004","Realschule","maennlich","","","",""
"100","2004","Realschule","weiblich","","","",""
"100","2004","(Fach-)Abitur","maennlich","","","",""
"100","2004","(Fach-)Abitur","weiblich","","","",""
"100","2004","AkademikerIn","maennlich","","","",""
"100","2004","AkademikerIn","weiblich","","","",""
"0","2005","(noch) kein Abschluss","maennlich","","","",""
"0","2005","(noch) kein Abschluss","weiblich","","","",""
"0","2005","Hauptschule","maennlich","","","",""
"0","2005","Hauptschule","weiblich","","","",""
"0","2005","Realschule","maennlich","","","",""
"0","2005","Realschule","weiblich","","","",""
"0","2005","(Fach-)Abitur","maennlich","","","",""
"0","2005","(Fach-)Abitur","weiblich","","","",""
"0","2005","AkademikerIn","maennlich","","","",""
"0","2005","AkademikerIn","weiblich","","","",""
"1","2005","(noch) kein Abschluss","maennlich","19","","",""
"1","2005","(noch) kein Abschluss","weiblich","26","","",""
"1","2005","Hauptschule","maennlich","295","","",""
"1","2005","Hauptschule","weiblich","416","0.753574508959412","0.717127082940811","0.790021934978014"
"1","2005","Realschule","maennlich","163","","",""
"1","2005","Realschule","weiblich","289","","",""
"1","2005","(Fach-)Abitur","maennlich","53","0.712844924570771","0.608339791621374","0.817350057520168"
"1","2005","(Fach-)Abitur","weiblich","93","0.747927932078611","0.670562377273522","0.825293486883699"
"1","2005","AkademikerIn","maennlich","170","","",""
"1","2005","AkademikerIn","weiblich","159","","",""
"2","2005","(noch) kein Abschluss","maennlich","3","","",""
"2","2005","(noch) kein Abschluss","weiblich","6","0.261943460856095","0.116275961227195","0.407610960484994"
"2","2005","Hauptschule","maennlich","93","0.194197985753752","0.15667730681578","0.231718664691724"
"2","2005","Hauptschule","weiblich","83","0.167844076054883","0.136234671735331","0.199453480374435"
"2","2005","Realschule","maennlich","26","","",""
"2","2005","Realschule","weiblich","51","0.131015213558009","0.0960630930676225","0.165967334048395"
"2","2005","(Fach-)Abitur","maennlich","14","","",""
"2","2005","(Fach-)Abitur","weiblich","18","","",""
"2","2005","AkademikerIn","maennlich","46","0.19418594337443","0.143174405674501","0.24519748107436"
"2","2005","AkademikerIn","weiblich","32","0.114979939612282","0.0714185147934857","0.158541364431078"
"3","2005","(noch) kein Abschluss","maennlich","","","",""
"3","2005","(noch) kein Abschluss","weiblich","2","","",""
"3","2005","Hauptschule","maennlich","23","","",""
"3","2005","Hauptschule","weiblich","21","","",""
"3","2005","Realschule","maennlich","8","0.0320425955222857","0.00769578761069123","0.0563894034338801"
"3","2005","Realschule","weiblich","11","","",""
"3","2005","(Fach-)Abitur","maennlich","3","","",""
"3","2005","(Fach-)Abitur","weiblich","8","0.0544197405860943","0.0140009943391068","0.0948384868330817"
"3","2005","AkademikerIn","maennlich","7","0.0441127919003054","0.017632199375761","0.0705933844248499"
"3","2005","AkademikerIn","weiblich","11","","",""
"4","2005","(noch) kein Abschluss","maennlich","1","","",""
"4","2005","(noch) kein Abschluss","weiblich","","","",""
"4","2005","Hauptschule","maennlich","8","0.0262159968655972","0.0110612509399264","0.041370742791268"
"4","2005","Hauptschule","weiblich","8","0.0174837064532869","0.00639840310914899","0.0285690097974248"
"4","2005","Realschule","maennlich","3","","",""
"4","2005","Realschule","weiblich","3","","",""
"4","2005","(Fach-)Abitur","maennlich","2","","",""
"4","2005","(Fach-)Abitur","weiblich","1","","",""
"4","2005","AkademikerIn","maennlich","4","0.0174834220515583","0.000581921444620891","0.0343849226584958"
"4","2005","AkademikerIn","weiblich","3","","",""
"5","2005","(noch) kein Abschluss","maennlich","","","",""
"5","2005","(noch) kein Abschluss","weiblich","","","",""
"5","2005","Hauptschule","maennlich","3","","",""
"5","2005","Hauptschule","weiblich","3","","",""
"5","2005","Realschule","maennlich","1","","",""
"5","2005","Realschule","weiblich","3","","",""
"5","2005","(Fach-)Abitur","maennlich","","","",""
"5","2005","(Fach-)Abitur","weiblich","1","","",""
"5","2005","AkademikerIn","maennlich","1","","",""
"5","2005","AkademikerIn","weiblich","1","","",""
"6","2005","(noch) kein Abschluss","maennlich","","","",""
"6","2005","(noch) kein Abschluss","weiblich","","","",""
"6","2005","Hauptschule","maennlich","3","","",""
"6","2005","Hauptschule","weiblich","1","","",""
"6","2005","Realschule","maennlich","","","",""
"6","2005","Realschule","weiblich","","","",""
"6","2005","(Fach-)Abitur","maennlich","","","",""
"6","2005","(Fach-)Abitur","weiblich","","","",""
"6","2005","AkademikerIn","maennlich","1","","",""
"6","2005","AkademikerIn","weiblich","","","",""
"7","2005","(noch) kein Abschluss","maennlich","","","",""
"7","2005","(noch) kein Abschluss","weiblich","","","",""
"7","2005","Hauptschule","maennlich","2","","",""
"7","2005","Hauptschule","weiblich","2","","",""
"7","2005","Realschule","maennlich","","","",""
"7","2005","Realschule","weiblich","","","",""
"7","2005","(Fach-)Abitur","maennlich","","","",""
"7","2005","(Fach-)Abitur","weiblich","","","",""
"7","2005","AkademikerIn","maennlich","1","","",""
"7","2005","AkademikerIn","weiblich","","","",""
"8","2005","(noch) kein Abschluss","maennlich","","","",""
"8","2005","(noch) kein Abschluss","weiblich","","","",""
"8","2005","Hauptschule","maennlich","","","",""
"8","2005","Hauptschule","weiblich","1","","",""
"8","2005","Realschule","maennlich","","","",""
"8","2005","Realschule","weiblich","","","",""
"8","2005","(Fach-)Abitur","maennlich","","","",""
"8","2005","(Fach-)Abitur","weiblich","","","",""
"8","2005","AkademikerIn","maennlich","","","",""
"8","2005","AkademikerIn","weiblich","","","",""
"9","2005","(noch) kein Abschluss","maennlich","","","",""
"9","2005","(noch) kein Abschluss","weiblich","","","",""
"9","2005","Hauptschule","maennlich","","","",""
"9","2005","Hauptschule","weiblich","1","","",""
"9","2005","Realschule","maennlich","","","",""
"9","2005","Realschule","weiblich","1","","",""
"9","2005","(Fach-)Abitur","maennlich","","","",""
"9","2005","(Fach-)Abitur","weiblich","","","",""
"9","2005","AkademikerIn","maennlich","1","","",""
"9","2005","AkademikerIn","weiblich","","","",""
"10","2005","(noch) kein Abschluss","maennlich","","","",""
"10","2005","(noch) kein Abschluss","weiblich","1","","",""
"10","2005","Hauptschule","maennlich","","","",""
"10","2005","Hauptschule","weiblich","","","",""
"10","2005","Realschule","maennlich","","","",""
"10","2005","Realschule","weiblich","","","",""
"10","2005","(Fach-)Abitur","maennlich","","","",""
"10","2005","(Fach-)Abitur","weiblich","","","",""
"10","2005","AkademikerIn","maennlich","","","",""
"10","2005","AkademikerIn","weiblich","","","",""
"11","2005","(noch) kein Abschluss","maennlich","","","",""
"11","2005","(noch) kein Abschluss","weiblich","","","",""
"11","2005","Hauptschule","maennlich","","","",""
"11","2005","Hauptschule","weiblich","1","","",""
"11","2005","Realschule","maennlich","","","",""
"11","2005","Realschule","weiblich","","","",""
"11","2005","(Fach-)Abitur","maennlich","","","",""
"11","2005","(Fach-)Abitur","weiblich","","","",""
"11","2005","AkademikerIn","maennlich","","","",""
"11","2005","AkademikerIn","weiblich","","","",""
"12","2005","(noch) kein Abschluss","maennlich","","","",""
"12","2005","(noch) kein Abschluss","weiblich","","","",""
"12","2005","Hauptschule","maennlich","","","",""
"12","2005","Hauptschule","weiblich","","","",""
"12","2005","Realschule","maennlich","","","",""
"12","2005","Realschule","weiblich","","","",""
"12","2005","(Fach-)Abitur","maennlich","","","",""
"12","2005","(Fach-)Abitur","weiblich","","","",""
"12","2005","AkademikerIn","maennlich","","","",""
"12","2005","AkademikerIn","weiblich","","","",""
"13","2005","(noch) kein Abschluss","maennlich","","","",""
"13","2005","(noch) kein Abschluss","weiblich","","","",""
"13","2005","Hauptschule","maennlich","","","",""
"13","2005","Hauptschule","weiblich","","","",""
"13","2005","Realschule","maennlich","","","",""
"13","2005","Realschule","weiblich","","","",""
"13","2005","(Fach-)Abitur","maennlich","","","",""
"13","2005","(Fach-)Abitur","weiblich","","","",""
"13","2005","AkademikerIn","maennlich","","","",""
"13","2005","AkademikerIn","weiblich","","","",""
"14","2005","(noch) kein Abschluss","maennlich","","","",""
"14","2005","(noch) kein Abschluss","weiblich","","","",""
"14","2005","Hauptschule","maennlich","","","",""
"14","2005","Hauptschule","weiblich","","","",""
"14","2005","Realschule","maennlich","","","",""
"14","2005","Realschule","weiblich","","","",""
"14","2005","(Fach-)Abitur","maennlich","","","",""
"14","2005","(Fach-)Abitur","weiblich","","","",""
"14","2005","AkademikerIn","maennlich","","","",""
"14","2005","AkademikerIn","weiblich","","","",""
"15","2005","(noch) kein Abschluss","maennlich","","","",""
"15","2005","(noch) kein Abschluss","weiblich","","","",""
"15","2005","Hauptschule","maennlich","","","",""
"15","2005","Hauptschule","weiblich","","","",""
"15","2005","Realschule","maennlich","","","",""
"15","2005","Realschule","weiblich","","","",""
"15","2005","(Fach-)Abitur","maennlich","","","",""
"15","2005","(Fach-)Abitur","weiblich","","","",""
"15","2005","AkademikerIn","maennlich","","","",""
"15","2005","AkademikerIn","weiblich","","","",""
"16","2005","(noch) kein Abschluss","maennlich","","","",""
"16","2005","(noch) kein Abschluss","weiblich","","","",""
"16","2005","Hauptschule","maennlich","","","",""
"16","2005","Hauptschule","weiblich","","","",""
"16","2005","Realschule","maennlich","","","",""
"16","2005","Realschule","weiblich","","","",""
"16","2005","(Fach-)Abitur","maennlich","","","",""
